NO-2012,10.2,0
NO-2013,0,14.43
NO-2014,0,57.130001
NO-2015,6.7,13.83
NO-2016,12,31.49
NO-2017,3.2,18.450001
NO-2018,4.2,82.739998
PL-1994,0,0
PL-1995,0,0
PL-1996,0,0
PL-1997,0,0
PL-1998,0,0
PL-1999,1.8,0
PL-2000,0,0
PL-2001,20.200001,0
PL-2002,27.799999,0
PL-2003,0,3.3
PL-2004,0,31.9
PL-2005,5.4,4.6
PL-2006,32.799999,0
PL-2007,0,0
PL-2008,0,36.5
PL-2009,0,7.8
PL-2010,0,33.200001
PL-2011,31.5,20.4
PL-2012,0,5.41
PL-2013,28.9,36.310001
PL-2014,38.599998,0
PL-2015,11.8,37.41
PL-2016,0,39.700001
PL-2017,0,7.1
PL-2018,0,27.59
PT-1994,24.9,0
PT-1995,29,0
PT-1996,8.6,0
PT-1997,35.900002,0
PT-1998,0,0
PT-1999,11.6,5.3
PT-2000,0,0
PT-2001,27.299999,3
PT-2002,0,0
PT-2003,0,0
PT-2004,8.9,0
PT-2005,0,0
PT-2006,0,0
PT-2007,0,0
PT-2008,41.400002,3.6
PT-2009,2.6,0
PT-2010,0,16.4
PT-2011,54.099998,3.9
PT-2012,0,28.34
PT-2013,56.400002,29.09
PT-2014,31.5,16.299999
PT-2015,4.9,18.120001
PT-2016,4.2,2.91
PT-2017,0,20.16
PT-2018,0,32.529999
RO-1994,0,0
RO-1995,0,0
RO-1996,0,0
RO-1997,58.700001,0
RO-1998,1.3,0
RO-1999,67.300003,0
RO-2000,1.9,0
RO-2001,70.900002,0
RO-2002,70.300003,0
RO-2003,70.800003,0
RO-2004,0,0
RO-2005,66.900002,0
RO-2006,63.799999,0
RO-2007,61.900002,0
RO-2008,0,0
RO-2009,11,0
RO-2010,0,0
RO-2011,11,0
RO-2012,68.400002,10.1
RO-2013,16.200001,1.28
RO-2014,72.800003,1.35
RO-2015,63.099998,1.25
RO-2016,18.4,22.43
RO-2017,0,26.76
RO-2018,60.599998,11.04
RS-1994,0,0
RS-1995,0,0
RS-1996,0,0
RS-1997,0,0
RS-1998,0,0
RS-1999,0,0
RS-2000,0,0
RS-2001,0,0
RS-2002,0,0
RS-2003,0,0
RS-2004,0,0
RS-2005,0,0
RS-2006,0,0
RS-2007,0,0
RS-2008,0,0
RS-2009,0,0
RS-2010,33.599998,0
RS-2011,0,0
RS-2012,0,0
RS-2013,51.900002,0
RS-2014,0,0
RS-2015,0,0
RS-2016,61.599998,0
RS-2017,20.1,0
RS-2018,2.3,0
SE-1994,0,0
SE-1995,37.700001,0
SE-1996,35.400002,0
SE-1997,0,0
SE-1998,0,0
SE-1999,0,0
SE-2000,0,0
SE-2001,12.8,0
SE-2002,21.9,0
SE-2003,0,0
SE-2004,14.4,0
SE-2005,0,0
SE-2006,0,33.599998
SE-2007,0,0
SE-2008,0,0
SE-2009,26.4,2.6
SE-2010,25.1,35.299999
SE-2011,0,0
SE-2012,44.599998,38.099998
SE-2013,26.6,0
SE-2014,30.6,47.580002
SE-2015,28.4,41.439999
SE-2016,24.6,48.77
SE-2017,0,66.940002
SE-2018,18.799999,74.120003
SI-1994,0,0
SI-1995,0,0
SI-1996,0,0
SI-1997,7.3,0
SI-1998,0,0
SI-1999,0,0
SI-2000,11.3,0
SI-2001,9.8,0
SI-2002,14.3,0
SI-2003,0,0
SI-2004,0,0
SI-2005,0,12.1
SI-2006,0,38.5
SI-2007,0,39.200001
SI-2008,0,0
SI-2009,7.4,0
SI-2010,0,0
SI-2011,0,0
SI-2012,0,6.9
SI-2013,0,36.060001
SI-2014,11.1,51.849998
SI-2015,0,39.169998
SI-2016,0,12.81
SI-2017,8,55.619999
SI-2018,0,22.09
SK-1994,0,0
SK-1995,0,0
SK-1996,0,0
SK-1997,0,0
SK-1998,0,0
SK-1999,0,0
SK-2000,0,0
SK-2001,0,0
SK-2002,0,0
SK-2003,0,0
SK-2004,0,0
SK-2005,0,0
SK-2006,0,0
SK-2007,0,0
SK-2008,0,0
SK-2009,0,0
SK-2010,0,52.599998
SK-2011,0,0
SK-2012,30,44.490002
SK-2013,47.5,27.34
SK-2014,22.200001,21.860001
SK-2015,16.200001,15.13
SK-2016,0,14.32
SK-2017,20.700001,22.469999
SK-2018,15.2,26.25
TR-1994,0,0
TR-1995,0,0
TR-1996,0,0
TR-1997,0,0
TR-1998,0,0
TR-1999,0,0
TR-2000,0,0
TR-2001,0,0
TR-2002,0,0
TR-2003,0,0
TR-2004,0,0
TR-2005,0,0
TR-2006,2.1,0
TR-2007,5.4,0
TR-2008,0,0
TR-2009,0,0
TR-2010,0,0
TR-2011,2.6,0
TR-2012,2.7,0
TR-2013,0,0
TR-2014,3.2,0
TR-2015,6.6,0
TR-2016,4.5,0
TR-2017,9.5,0
TR-2018,2.6,0
UK-1994,4.2,0
UK-1995,0,0
UK-1996,0,34
UK-1997,8.1,59.799999
UK-1998,0,0
UK-1999,12.5,0
UK-2000,11.2,23.5
UK-2001,9.4,0
UK-2002,11,0
UK-2003,0,63.700001
UK-2004,0,10.9
UK-2005,5.3,0
UK-2006,3,0
UK-2007,0,0
UK-2008,0,8.6
UK-2009,0,27.700001
UK-2010,0,0
UK-2011,0,8.8
UK-2012,3.9,27.43
UK-2013,28.6,28.299999
UK-2014,2.7,22.5
UK-2015,9.6,44.77
UK-2016,2.8,5.23
UK-2017,20.299999,0
UK-2018,20,0
